채용공고명,회사명,마감일,자격면허,고용형태_근무형태,근무조건_지역,모집요강,모집직종,링크,회사 전화번호,담당자 전화번호
[LS전선 내 근무] 부스닥트 포장업무 생산직원(3교대) 모집,한국물류,2026.08.10 (월) 24:00,관계없음,"기간의 정함이 없는 근로계약
주 5일 근무
(주 소정근로시간: 40시간)","경상북도 구미시 수출대로 228, LS전선 부스닥트사업부 출하실 한국물류 (공단동)","- 업무 : 포장(부스닥트) 업무
- 3교대근무(주간06:00~14:00, 오후14:00~22:00, 야근22:00~06:00)
- 임금: 월급 250만원 이상
- 기본적인 컴퓨터활용가능자 必, 전동차운전업무 경력자
- 수습기간 3개월 적용
* 중장년내일센터 채용대행건으로 지원 및 문의 사항은 [054-451-5519] 로 해주시기 바랍니다*",주입·포장·상표부착기 등 기타 기계 조작원,https://www.work24.go.kr/wk/a/b/1500/empDetailAuthView.do?wantedAuthNo=KEC0122606110004&infoTypeCd=VALIDATION&infoTypeGroup=tb_workinfoworknet,"054-451-5519, 054-456-5520",054-451-5519
[좌동]재가요양보호사,다정재가복지센터,"채용시까지
(마감시간 : 24시)","필수
요양보호사
기타
건강검진","기간의 정함이 없는 근로계약(시간(선택)제)
주 3일 근무
(주 소정근로시간: 9시간)","부산광역시 해운대구 대천로103번길 29 (좌동, 대동타운)","[좌동]재가요양보호사
-4등급 89세 여자어르신
(배우자 함께 거주)
-주3일, 오후 1~4시(3시간)
-시급 및 제수당 13,000원
-식사 및 가사도움 등 일상생활지원
-좌동 대동타운(좌동초인근)",요양보호사,https://www.work24.go.kr/wk/a/b/1500/empDetailAuthView.do?wantedAuthNo=KEC0052606110013&infoTypeCd=VALIDATION&infoTypeGroup=tb_workinfoworknet,"051-781-9048, 051-781-9049",051-781-9048
10면 근무자 이직으로 배송납품 채용,(주)엠케이포밍테크,2026.08.10 (월) 24:00,관계없음,"기간의 정함이 없는 근로계약
주 5일 근무
(주 소정근로시간: 40시간)","경기도 시흥시 구수미2길 19, . (미산동)","★ 채용대행 *** 고용24에서 입사 지원하시면 면접 대상자는 개별 연락 드립니다.
문의 사항은 031-310-4367로 연락 바랍니다.
- 배송납품
- 월급여 :300만원
- 근무시간 : 8:30 ~17:30
- 책임감 강한 분 우대
- 인근 거주 구직자 우대",배송·납품 운전원(납품영업 포함),https://www.work24.go.kr/wk/a/b/1500/empDetailAuthView.do?wantedAuthNo=KJKO002606110007&infoTypeCd=VALIDATION&infoTypeGroup=tb_workinfoworknet,031-310-4367,031-310-4367
(팽성읍)오전 재가 요양보호사 모집,스마일재가복지센터,"채용시까지
(마감시간 : 24시)","필수
요양보호사1급","기간의 정함이 없는 근로계약
주 5일 근무","경기도 평택시 팽성읍 팽성송화로 153, 우미아파트","-4등급 할머님(독거)
-주5일 08:00~11:00
-시급 13,100원 (수당포함)
-팽성읍 송화우미아파트 거주",재가 요양보호사,https://www.work24.go.kr/wk/a/b/1500/empDetailAuthView.do?wantedAuthNo=KJK3002606110004&infoTypeCd=VALIDATION&infoTypeGroup=tb_workinfoworknet,"031-647-3705, 031-647-3706",031-647-3705
재가요양보호사 구인- 소하휴먼시아1단지 거주,케어네이션 하안센터,"채용시까지
(마감시간 : 24시)","필수
요양보호사","기간의 정함이 없는 근로계약(시간(선택)제)
주 6일 근무
(주 소정근로시간: 18시간)","경기도 광명시 소하로 10, 상세 주소 미기재 (소하동, 휴먼시아1단지아파트)","- 3등급 할아버지
- 독거, 거동가능
- 주6일 12:00-15:00 (격주 토요일 근무도 가능)
- 식사관리, 복지관 동행, 목욕도움 등의 일상생활 돌봄
- 010-7646-1865",재가 요양보호사,https://www.work24.go.kr/wk/a/b/1500/empDetailAuthView.do?wantedAuthNo=KJKE002606110003&infoTypeCd=VALIDATION&infoTypeGroup=tb_workinfoworknet,"010-7646-1865, 02-2088-1669, 070-8668-1650",02-2088-1669
오전재가 요양보호사 구인,두손방문요양센터,"채용시까지
(마감시간 : 24시)",관계없음,"기간의 정함이 없는 근로계약(시간(선택)제)
주 6일 근무
(주 소정근로시간: 18시간)","경기도 의정부시 평화로202번길 15 (호원동, 월드한아름아파트)","-4등급 할머니 독거
-식사 및 반찬위주
-주6일 9:00~12:00 /시급13,000원(포괄시급)
-면접을 희망하시는 분은 담당자와 통화 후 진행하시기 바랍니다",재가 요양보호사,https://www.work24.go.kr/wk/a/b/1500/empDetailAuthView.do?wantedAuthNo=KJKZ002606110011&infoTypeCd=VALIDATION&infoTypeGroup=tb_workinfoworknet,휴대폰번호와 이메일은 로그인하셔야 조회가 가능합니다.,휴대폰번호와 이메일은 로그인하셔야 조회가 가능합니다.
생연동 오전 재가요양보호사 모집,평화실버센터,"채용시까지
(마감시간 : 24시)","필수
요양보호사","기간의 정함이 없는 근로계약(시간(선택)제)
주 6일 근무
(주 소정근로시간: 18시간)","경기도 동두천시 생연로 91, . (생연동, 동두천 센트레빌)","*생연동 재가요양보호사 모집
- 3등급 할머니 (독거) /아드님 양주거주
- 식사, 가사 및 일상지원 등
- 09:00~12:00/주 6일(3시간)
- 시급 13,000원(기본급+주휴수당+연차수당등 포함)",재가 요양보호사,https://www.work24.go.kr/wk/a/b/1500/empDetailAuthView.do?wantedAuthNo=KJKK002606110001&infoTypeCd=VALIDATION&infoTypeGroup=tb_workinfoworknet,"010-6360-0207, 031-858-0353",휴대폰번호와 이메일은 로그인하셔야 조회가 가능합니다.
재가요양보호사,큰사랑재가노인복지센터,"채용시까지
(마감시간 : 24시)","필수
요양보호사","기간의 정함이 없는 근로계약(시간(선택)제)
주 6일 근무
(주 소정근로시간: 18시간)","경상남도 창원시 마산합포구 오동남2길 14, 아구찜거리 인근 주택 (오동동)","오동동 거동가능할 할아버지
-반려견 있음 / 자차소지자",재가 요양보호사,https://www.work24.go.kr/wk/a/b/1500/empDetailAuthView.do?wantedAuthNo=KF10792606110006&infoTypeCd=VALIDATION&infoTypeGroup=tb_workinfoworknet,"055-232-5265, 050-4890-0070",055-232-5265
[낙민동] 장애인활동지원사 구인,앤설리반재가장기요양센터,"채용시까지
(마감시간 : 24시)",관계없음,"기간의 정함이 없는 근로계약(시간(선택)제)
주 6일 근무
(주 소정근로시간: 20시간)","부산광역시 동래구 온천천로339번길 28 (낙민동, 낙민동 한일유앤아이아파트)","[낙민동] 장애인활동지원사 구인
- 10대 남학생 뇌병변장애
- 주6일 / 월~금:18:30~21:00 / 토요일:10:00~18:00(토요일은 시간 조절 가능)
- 낙민한일유앤아이아파트 거주
- 가사도움, 신체도움, 보행보조, 대화안됨
- 시급 10,320원(제수당포함 시 13,700원)
- 채용담당자 : 앤설리반재가센터 051-865-0070
※실제 서비스 제공기간에 따라 임금을 계산하여 지급하는 형태로 채용시 근로자마다 주 소정근로시간이나 임금, 근무(예정)지 등에 차이가 있을 수 있음",장애인 생활지도원(장애인활동보조원 포함),https://www.work24.go.kr/wk/a/b/1500/empDetailAuthView.do?wantedAuthNo=KJBN002606110008&infoTypeCd=VALIDATION&infoTypeGroup=tb_workinfoworknet,"051-865-0070, 051-865-0071",051-865-0070
매교동 문화맨션 어르신 재가요양보호사 채용,버드내재가노인복지센터,"채용시까지
(마감시간 : 24시)","필수
요양보호사","기간의 정함이 없는 근로계약(시간(선택)제)
주 5일 근무
(주 소정근로시간: 15시간)","경기도 수원시 팔달구 정조로 659, 상세주소 면접시 확인요망 (매교동, 문화맨션)","○ 4등급할아버님/아드님과 함께거주하나 케어시간에 출근하심
인지 좋으시며, 음식은 차려만 드리면 됨, 말벗
○ 주5일 10:30~13:30
○ 시급: 13,000원
○ 채용담당자 전화 후 방문 (010-4311-6240)
* 실제 서비스 제공 기간에 따라 임금을 계산하여 지급하는 형태로 채용 시 근로자 마다
주 소정근로시간이나 임금, 근무(예정)지 등에 차이가 있을 수 있음",재가 요양보호사,https://www.work24.go.kr/wk/a/b/1500/empDetailAuthView.do?wantedAuthNo=KJ21022606110015&infoTypeCd=VALIDATION&infoTypeGroup=tb_workinfoworknet,"010-4311-6240, 031-898-6240",010-4311-6240
[채용대행]신정쌍용 아파트 경비원 채용,주식회사 피누스이앤씨,2026.08.10 (월) 18:00,관계없음,"기간의 정함이 있는 근로계약
주 4일 근무
(주 소정근로시간: 32시간)","서울특별시 양천구 신목로 9, 쌍용아파트 (신정동, 쌍용아파트)","[신정 쌍용아파트] 경비원 채용
- 격일근무: 06:00 교대
- 휴게시간: 주간4시간, 야간 7시간
-급여: 2,118,860원
**복지카드소지자 우대
문의 : 고양상공회의소 중장년 내일센터 070-4543-9191",아파트·빌라 경비원,https://www.work24.go.kr/wk/a/b/1500/empDetailAuthView.do?wantedAuthNo=KEC0102606110002&infoTypeCd=VALIDATION&infoTypeGroup=tb_workinfoworknet,"070-4543-9191, 031-911-9198",070-4543-9191
[오산시 원동] 오산 원동 청구아파트 경비대원 구인.,드림안전씨스템 주식회사,"채용시까지
(마감시간 : 24시)",관계없음,"기간의 정함이 있는 근로계약
주 4일 근무
(주 소정근로시간: 40시간)","경기도 오산시 남부대로 330-14, .. (원동, 원동청구아파트)","▶오산원동 청구아파트 경비대원
- 오산시 남부대로 330-14 (원동)
- 휴게시간/주간 3.5, 야간 5시간
- 월 2,668,160원
- 경력있는 분
- 비흡연 우대
- 경비신임교육 필수 (이수후 3년 경과시 배치폐지확인증 지참)
- 빠른 입사 가능하신분 지원바랍니다.
- 세대출동, 순찰 기타 등
- 초소 관리 및 입주민 응대 순찰
- 우대사항 : 인근 거주자, 성실하게 근무하는 자
▶관리사무실 방문 자제 부탁드립니다.
▶채용담당자에게 연락바립니다. (031-5189-4298)",아파트·빌라 경비원,https://www.work24.go.kr/wk/a/b/1500/empDetailAuthView.do?wantedAuthNo=KJK6002606110012&infoTypeCd=VALIDATION&infoTypeGroup=tb_workinfoworknet,"031-5189-4298, 031-5189-4257",031-5189-4298
- 수유벽산아파트 경비원 구인,(주)융성종합관리,"채용시까지
(마감시간 : 24시)",관계없음,"기간의 정함이 있는 근로계약
주 4일 근무
(주 소정근로시간: 48시간)","서울특별시 강북구 삼각산로 143-1, 수유벽산아파트 (수유동, 수유벽산아파트)","수유벽산아파트 경비 업무
-근무시간 06:30~익일 06:30, 격일제 (휴게: 10.5시간)
-경비원 신임 교육 이수 필수, 복지카드 소지자 우대
-지원자는 이력서 문자 전송( 면접 시 이력서 지참)
-연차 수당 및 퇴직금 별도 지급",아파트·빌라 경비원,https://www.work24.go.kr/wk/a/b/1500/empDetailAuthView.do?wantedAuthNo=KJAD002606110007&infoTypeCd=VALIDATION&infoTypeGroup=tb_workinfoworknet,"010-4273-2648, 02-478-3731",휴대폰번호와 이메일은 로그인하셔야 조회가 가능합니다.
덕신(동백아파트)-5등급 어르신케어 재가요양보호사(치매교육이수자) 모집 【경총 중장년내일센터 채용대행】,김해그린재가복지센터,"채용시까지
(마감시간 : 24시)","필수
요양보호사
기타
치매교육이수","기간의 정함이 없는 근로계약(시간(선택)제)
주 5일 근무
(주 소정근로시간: 15시간)",울산광역시 울주군 온산읍 영남7길 21 (덕신동백아파트),"◈ 덕신(동백아파트)-5등급 어르신케어 재가요양보호사(치매교육이수자) 모집 ◈
▶직무내용 : 5등급 할머니케어(80대중반) 업무 (인지활동, 산책, 가사지원, 일상생활지원 등)
▶근무시간 : (오전) 08:30 ~ 11:30 또는 09:00~12:00(3시간) 선택가능 / 주5일근무(월~금)
▶급여조건 : 시급 13,000원 (수당포함)
▶근무장소 : 울산시 울주군 온산 덕신 (동백아파트)
▶기타사항 : 요양보호사 자격증 필수, 치매교육이수 필수
※ 지원문의: 경총 중장년내일센터 직업상담사 한희숙 ☎ 052-277-9493",재가 요양보호사,https://www.work24.go.kr/wk/a/b/1500/empDetailAuthView.do?wantedAuthNo=KEC0112606110005&infoTypeCd=VALIDATION&infoTypeGroup=tb_workinfoworknet,052-277-9493,052-277-9493
[후암동/4등급/오전] 재가요양보호사 구인,미래방문요양센터,"채용시까지
(마감시간 : 24시)","필수
요양보호사","기간의 정함이 없는 근로계약(시간(선택)제)
주 5일 근무
(주 소정근로시간: 15시간)","서울특별시 용산구 소월로 66, , (후암동)","[ 후암동 백범광장 인근 ] 4등급 할머니 재가요양 보호
- 직무내용: 식사준비, 이동시 부축도움 등 일상생활 지원
- 장기요양급여 적용 근로시간 : 1일 3시간
- 주5일 근무 / 근무시간 : 09:00~12:00
- 시급: 14,000원 (최저시급 10,320원 + 주휴수당 등 별도)",재가 요양보호사,https://www.work24.go.kr/wk/a/b/1500/empDetailAuthView.do?wantedAuthNo=KJAV002606110004&infoTypeCd=VALIDATION&infoTypeGroup=tb_workinfoworknet,02-756-1240,휴대폰번호와 이메일은 로그인하셔야 조회가 가능합니다.
[망포동] 오후 요양보호사 모집,태평양재가복지센터,"채용시까지
(마감시간 : 24시)","필수
요양보호사1급
기타
요양보호사1급","기간의 정함이 없는 근로계약(시간(선택)제)
주 5일 근무
(주 소정근로시간: 15시간)","경기도 수원시 영통구 덕영대로 1462-14, 103동 (망포동, 힐스테이트 영통)","5등급 독거 할머니 케어
가사지원 및 일상생활지원
주5일제 15:00~18:00
* 급여(시급) : 기본 시급 10,320 + 주휴수당 + 연차수당 + 기타수당 = 총 13,100원
자세한 내용은 전화 주세요~010-9445-5422",요양보호사,https://www.work24.go.kr/wk/a/b/1500/empDetailAuthView.do?wantedAuthNo=KJ21022606110014&infoTypeCd=VALIDATION&infoTypeGroup=tb_workinfoworknet,010-9445-5422,010-9445-5422
[도곡동/4등급] 재가요양보호사 구인,미래방문요양센터,"채용시까지
(마감시간 : 24시)","필수
요양보호사","기간의 정함이 없는 근로계약(시간(선택)제)
주 5일 근무
(주 소정근로시간: 15시간)","서울특별시 강남구 강남대로44길 28-1, . (도곡동)","[ 도곡동 ] 4등급 할아버지 재가요양 보호
- 직무내용: 일상생활케어
- 장기요양급여 적용 근로시간 : 1일 3시간
- 주5일 근무 / 근무시간 : 13:00~16:00
- 시급: 13,500원 (최저시급 10,320원 + 주휴수당 등 별도)",재가 요양보호사,https://www.work24.go.kr/wk/a/b/1500/empDetailAuthView.do?wantedAuthNo=KJAV002606110003&infoTypeCd=VALIDATION&infoTypeGroup=tb_workinfoworknet,02-756-1240,휴대폰번호와 이메일은 로그인하셔야 조회가 가능합니다.
재가요양보호사 모집,큰빛재가방문요양센터,"채용시까지
(마감시간 : 24시)","필수
요양보호사","기간의 정함이 없는 근로계약(시간(선택)제)
주 6일 근무
(주 소정근로시간: 18시간)","경기도 안산시 상록구 이호로7길 15 (본오동, SI빌)","- 본오동, 4등급 남자어르신
- 주 6일, 오후 3시~ 6시
- 식사준비,일상 생활 지원 등",재가 요양보호사,https://www.work24.go.kr/wk/a/b/1500/empDetailAuthView.do?wantedAuthNo=KJKP002606110010&infoTypeCd=VALIDATION&infoTypeGroup=tb_workinfoworknet,"031-481-5821, 03-8379-0454",031-481-5821
[중랑역/ 3등급아버님/ 주3일]재가요양보호사 구인,나눔방문요양센터,2026.06.25 (목) 24:00,"필수
요양보호사1급","기간의 정함이 없는 근로계약(시간(선택)제)
주 3일 근무
(주 소정근로시간: 9시간)","서울특별시 중랑구 중랑역로 9, (임의주소 기재) (중화동)","- 중랑역1번출구
- 3등급남(80대 중반)
- 주3일 13시~16시
- 시급 13,500(주휴수당포함)
- 식사챙겨드리기, 청소, 이동도움 등
- 문의 070 4048 7340",재가 요양보호사,https://www.work24.go.kr/wk/a/b/1500/empDetailAuthView.do?wantedAuthNo=KF11052606110006&infoTypeCd=VALIDATION&infoTypeGroup=tb_workinfoworknet,"07040487340, 02-432-1411, 02-432-1412","07040487340, 02-432-1411"
[영등포역 인근/신길3동] 1등급 할머니 케어해주실분 모십니다.,현미 재가복지센터,"채용시까지
(마감시간 : 24시)","필수
요양보호사1급","기간의 정함이 없는 근로계약(시간(선택)제)
주 6일 근무
(주 소정근로시간: 24시간)","서울특별시 영등포구 신길로41나길 5-5, 3층 (신길동)","- 대상자: 1등급 할머니,아드님과 거주, 와상환자이시며 기저귀 챡용함
- 담당업무: 개인위생관리(기저귀케어), 식사도움, 병원동행, 일상생활지원
- 근로시간: 09시~13시/주6일
- 급여: 시급 10,320원[포괄 시급 13,000원]
* 이용자의 상황에 따라 근로시간 외 추가시간이 있을 수 있음.",재가 요양보호사,https://www.work24.go.kr/wk/a/b/1500/empDetailAuthView.do?wantedAuthNo=KJAH002606110009&infoTypeCd=VALIDATION&infoTypeGroup=tb_workinfoworknet,02-2613-7993,휴대폰번호와 이메일은 로그인하셔야 조회가 가능합니다.
